"Rank"	"CCDS_ID"	"GENE_NAME"	"CHR"	"DESCRIPTION"	"N_SPECIES"	"PVAL"	"QVAL"	"FST"	"dNdS_REF"
"4577"	"4577"	"CCDS2858.1"	"NT5DC2"	"chr3"	"5-nucleotidase domain containing 2	6	0.67	0.987	0.108	0
4578	CCDS12409.1	ZNF14	chr19	zinc finger protein 14	4	0.67	0.987	0.0817	0
4579	CCDS11018.1	MNT	chr17	MAX binding protein	4	0.67	0.987	0.135	0
4580	CCDS3622.1	SPARCL1	chr4	SPARC-like 1 (hevin)	6	0.67	0.987	0.254	0
4581	CCDS14358.1	TSR2	chrX	\TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)\	7	0.67	0.987	NA	0
4582	CCDS5841.1	FAM180A	chr7	\family with sequence similarity 180, member A\	6	0.67	0.987	0	0
4583	CCDS31541.1	OR6Q1	chr11	\olfactory receptor, family 6, subfamily Q, member 1\	4	0.67	0.987	0.0428	0
4584	CCDS7759.1	C11orf42	chr11	chromosome 11 open reading frame 42	6	0.67	0.987	0.0935	0
4585	CCDS7921.1	KIAA0652	chr11	KIAA0652	7	0.67	0.987	0.127	0
4586	CCDS2392.1	LANCL1	chr2	LanC lantibiotic synthetase component C-like 1 (bacterial)	7	0.67	0.987	0	0
4587	CCDS41604.1	ZNF195	chr11	zinc finger protein 195	4	0.67	0.987	0	0
4588	CCDS3878.1	CMBL	chr5	carboxymethylenebutenolidase homolog (Pseudomonas)	7	0.67	0.987	0.103	0
4589	CCDS6016.1	DOK2	chr8	\docking protein 2, 56kDa\	7	0.67	0.987	0.0586	0
4590	CCDS7239.1	ASAH2	chr10	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	3	0.67	0.987	0.703	0
4591	CCDS12826.1	SIGLEC7	chr19	sialic acid binding Ig-like lectin 7	3	0.67	0.987	0.252	0
4592	CCDS9470.1	DCT	chr13	\dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)\	7	0.67	0.987	0.0535	0
4593	CCDS31747.1	TAS2R42	chr12	\taste receptor, type 2, member 42\	5	0.67	0.987	0.273	0
4594	CCDS1615.1	ZP4	chr1	zona pellucida glycoprotein 4	6	0.67	0.987	0.363	0
4595	CCDS6670.1	SLC28A3	chr9	\solute carrier family 28 (sodium-coupled nucleoside transporter), member 3\	6	0.67	0.987	0.0909	0
4596	CCDS13848.1	C22orf31	chr22	chromosome 22 open reading frame 31	7	0.67	0.987	0.0209	0
4597	CCDS10633.1	IL27	chr16	interleukin 27	4	0.67	0.987	0.106	0
4598	CCDS6094.1	ZNF703	chr8	zinc finger protein 703	4	0.67	0.987	0.0438	0
4599	CCDS35063.1	CENPP	chr9	centromere protein P	7	0.67	0.987	0	0
4600	CCDS43338.1	LYSMD3	chr5	\LysM, putative peptidoglycan-binding, domain containing 3\	4	0.67	0.987	0	0
4601	CCDS7102.1	FAM107B	chr10	\family with sequence similarity 107, member B\	7	0.67	0.987	NA	0
4602	CCDS8467.1	HYLS1	chr11	hydrolethalus syndrome 1	7	0.67	0.987	0.299	0
4603	CCDS9879.1	GPR65	chr14	G protein-coupled receptor 65	6	0.67	0.987	0.00677	0
4604	CCDS34260.1	KCTD16	chr5	potassium channel tetramerisation domain containing 16	7	0.67	0.987	0	0
4605	CCDS10923.1	KARS	chr16	lysyl-tRNA synthetase	5	0.67	0.987	0.281	0
4606	CCDS43489.1	C6orf186	chr6	chromosome 6 open reading frame 186	4	0.67	0.987	0.0879	0
4607	CCDS1668.1	KLF11	chr2	Kruppel-like factor 11	6	0.67	0.987	0.132	0
4608	CCDS33890.1	SKIL	chr3	SKI-like oncogene	6	0.67	0.987	0	0
4609	CCDS6002.2	SLC7A2	chr8	\solute carrier family 7 (cationic amino acid transporter, y+ system), member 2\	4	0.67	0.987	0.0152	0
4610	CCDS12783.1	PNKP	chr19	polynucleotide kinase 3-phosphatase"	6	0.67	0.987	0	0
"4578"	"4611"	"CCDS929.1"	"GJA5"	"chr1"	"gap junction protein, alpha 5, 40kDa"	7	0.67	0.987	0	0
"4579"	"4612"	"CCDS10493.1"	"ZSCAN10"	"chr16"	"zinc finger and SCAN domain containing 10"	5	0.67	0.987	0.0337	0
"4580"	"4613"	"CCDS10707.1"	"FUS"	"chr16"	"fusion (involved in t(12;16) in malignant liposarcoma)"	5	0.67	0.987	0.127	0
"4581"	"4614"	"CCDS5060.1"	"SCML4"	"chr6"	"sex comb on midleg-like 4 (Drosophila)"	4	0.67	0.987	0.0535	0
"4582"	"4615"	"CCDS5610.1"	"SLC25A40"	"chr7"	"solute carrier family 25, member 40"	5	0.67	0.987	0.0081	0
"4583"	"4616"	"CCDS46.1"	"ARHGEF16"	"chr1"	"Rho guanine exchange factor (GEF) 16"	6	0.67	0.987	0.13	0
"4584"	"4617"	"CCDS5904.1"	"GIMAP4"	"chr7"	"GTPase, IMAP family member 4"	6	0.67	0.987	0.0907	0
"4585"	"4618"	"CCDS6063.1"	"PBK"	"chr8"	"PDZ binding kinase"	6	0.67	0.987	0.027	0
"4586"	"4619"	"CCDS32890.2"	"ZNF358"	"chr19"	"zinc finger protein 358"	4	0.67	0.987	0.0413	0
"4587"	"4620"	"CCDS33485.1"	"PARD6B"	"chr20"	"par-6 partitioning defective 6 homolog beta (C. elegans)"	6	0.67	0.987	0	0
"4588"	"4621"	"CCDS12438.1"	"PDCD2L"	"chr19"	"programmed cell death 2-like"	7	0.67	0.987	0	0
"4589"	"4622"	"CCDS32740.1"	"RNF157"	"chr17"	"ring finger protein 157"	7	0.67	0.987	0.109	0
"4590"	"4623"	"CCDS11925.1"	"SLC14A1"	"chr18"	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"	7	0.67	0.987	0.15	0
"4591"	"4624"	"CCDS13044.1"	"OXT"	"chr20"	"oxytocin, prepropeptide"	4	0.67	0.987	0.152	0
"4592"	"4625"	"CCDS32689.1"	"LPO"	"chr17"	"lactoperoxidase"	6	0.67	0.987	0.024	0
"4593"	"4626"	"CCDS12045.1"	"ELA2"	"chr19"	"elastase 2, neutrophil"	3	0.67	0.987	0.0337	0
"4594"	"4627"	"CCDS315.1"	"XKR8"	"chr1"	"XK, Kell blood group complex subunit-related family, member 8"	7	0.67	0.987	0.0664	0
"4595"	"4628"	"CCDS6243.1"	"CPNE3"	"chr8"	"copine III"	7	0.67	0.987	0.00085	0
"4596"	"4629"	"CCDS14484.1"	"GLA"	"chrX"	"galactosidase, alpha"	7	0.67	0.987	NA	0
"4597"	"4630"	"CCDS31075.1"	"SDCCAG8"	"chr1"	"serologically defined colon cancer antigen 8"	6	0.67	0.987	0	0
"4598"	"4631"	"CCDS3684.1"	"CASP6"	"chr4"	"caspase 6, apoptosis-related cysteine peptidase"	7	0.67	0.987	0.109	0
"4599"	"4632"	"CCDS5686.1"	"TAF6"	"chr7"	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa"	7	0.67	0.987	0.0497	0
"4600"	"4633"	"CCDS33376.1"	"MARCH4"	"chr2"	"membrane-associated ring finger (C3HC4) 4"	7	0.67	0.987	1e-04	0
"4601"	"4634"	"CCDS35174.1"	"SOHLH1"	"chr9"	"spermatogenesis and oogenesis specific basic helix-loop-helix 1"	6	0.67	0.987	0.25	0
"4602"	"4635"	"CCDS14061.1"	"PHF21B"	"chr22"	"PHD finger protein 21B"	4	0.67	0.987	0.0905	0
"4603"	"4636"	"CCDS11239.1"	"PROCA1"	"chr17"	"proline-rich cyclin A1-interacting protein"	6	0.67	0.987	0.0334	0
"4604"	"4637"	"CCDS10774.1"	"CPNE2"	"chr16"	"copine II"	7	0.67	0.987	0.0267	0
"4605"	"4638"	"CCDS6810.1"	"TNFSF8"	"chr9"	"tumor necrosis factor (ligand) superfamily, member 8"	6	0.67	0.987	0.127	0
"4606"	"4639"	"CCDS2917.1"	"PPP4R2"	"chr3"	"protein phosphatase 4, regulatory subunit 2"	4	0.67	0.987	0	0
"4607"	"4640"	"CCDS10380.1"	"LRRC28"	"chr15"	"leucine rich repeat containing 28"	7	0.67	0.987	0	0
"4608"	"4641"	"CCDS13036.1"	"VPS16"	"chr20"	"vacuolar protein sorting 16 homolog (S. cerevisiae)"	7	0.67	0.987	0.0719	0
"4609"	"4642"	"CCDS10133.1"	"SLC27A2"	"chr15"	"solute carrier family 27 (fatty acid transporter), member 2"	7	0.67	0.987	0.205	0
"4610"	"4643"	"CCDS8659.2"	"GSG1"	"chr12"	"germ cell associated 1"	7	0.67	0.987	0.0601	0
"4611"	"4644"	"CCDS123.1"	"MASP2"	"chr1"	"mannan-binding lectin serine peptidase 2"	7	0.67	0.987	0.33	0
"4612"	"4645"	"CCDS10738.1"	"C16orf78"	"chr16"	"chromosome 16 open reading frame 78"	7	0.67	0.987	0.0613	0
"4613"	"4646"	"CCDS2373.1"	"KLF7"	"chr2"	"Kruppel-like factor 7 (ubiquitous)"	6	0.67	0.987	0	0
"4614"	"4647"	"CCDS14062.1"	"NUP50"	"chr22"	"nucleoporin 50kDa"	6	0.67	0.987	0.154	0
"4615"	"4648"	"CCDS14161.1"	"FANCB"	"chrX"	"Fanconi anemia, complementation group B"	3	0.67	0.987	NA	0
"4616"	"4649"	"CCDS42088.1"	"RGS11"	"chr16"	"regulator of G-protein signaling 11"	5	0.67	0.987	0.073	0
"4617"	"4650"	"CCDS8421.1"	"MFRP"	"chr11"	"membrane frizzled-related protein"	7	0.67	0.987	0.0918	0
"4618"	"4651"	"CCDS8355.1"	"PIH1D2"	"chr11"	"PIH1 domain containing 2"	4	0.67	0.987	0.132	0
"4619"	"4652"	"CCDS4898.1"	"TJAP1"	"chr6"	"tight junction associated protein 1 (peripheral)"	7	0.67	0.987	0.0567	0
"4620"	"4653"	"CCDS8075.1"	"SLC22A12"	"chr11"	"solute carrier family 22 (organic anion/urate transporter), member 12"	6	0.67	0.987	0.241	0
"4621"	"4654"	"CCDS30922.1"	"FCGR2A"	"chr1"	"Fc fragment of IgG, low affinity IIa, receptor (CD32)"	3	0.67	0.987	0	0
"4622"	"4655"	"CCDS14329.1"	"AKAP4"	"chrX"	"A kinase (PRKA) anchor protein 4"	3	0.67	0.987	NA	0
"4623"	"4656"	"CCDS31310.1"	"C10orf90"	"chr10"	"chromosome 10 open reading frame 90"	6	0.67	0.987	0.0479	0
"4624"	"4657"	"CCDS31221.1"	"ZMYND17"	"chr10"	"zinc finger, MYND-type containing 17"	7	0.67	0.987	0.0633	0
"4625"	"4658"	"CCDS10521.1"	"C16orf71"	"chr16"	"chromosome 16 open reading frame 71"	5	0.67	0.987	0.0867	0
"4626"	"4659"	"CCDS1587.1"	"C1orf198"	"chr1"	"chromosome 1 open reading frame 198"	4	0.67	0.987	0.213	0
"4627"	"4660"	"CCDS14092.1"	"MIOX"	"chr22"	"myo-inositol oxygenase"	7	0.67	0.987	0.0624	0
"4628"	"4661"	"CCDS5394.1"	"C7orf31"	"chr7"	"chromosome 7 open reading frame 31"	6	0.67	0.987	0.0752	0
"4629"	"4662"	"CCDS4325.1"	"GALNT10"	"chr5"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)"	6	0.67	0.987	0.111	0
"4630"	"4663"	"CCDS34501.1"	"USP45"	"chr6"	"ubiquitin specific peptidase 45"	5	0.67	0.987	0	0
"4631"	"4664"	"CCDS6857.2"	"OLFML2A"	"chr9"	"olfactomedin-like 2A"	7	0.67	0.987	0	0
"4632"	"4665"	"CCDS10323.1"	"TM6SF1"	"chr15"	"transmembrane 6 superfamily member 1"	6	0.67	0.987	0	0
"4633"	"4666"	"CCDS31923.1"	"ARL6IP4"	"chr12"	"ADP-ribosylation-like factor 6 interacting protein 4"	4	0.67	0.987	0.207	0
"4634"	"4667"	"CCDS2060.1"	"IL18R1"	"chr2"	"interleukin 18 receptor 1"	4	0.67	0.987	0.312	0
"4635"	"4668"	"CCDS4150.1"	"CSF2"	"chr5"	"colony stimulating factor 2 (granulocyte-macrophage)"	7	0.67	0.987	0.0328	0
"4636"	"4669"	"CCDS6005.1"	"ASAH1"	"chr8"	"N-acylsphingosine amidohydrolase (acid ceramidase) 1"	6	0.67	0.987	0.304	0
"4637"	"4670"	"CCDS8618.1"	"OLR1"	"chr12"	"oxidized low density lipoprotein (lectin-like) receptor 1"	7	0.67	0.987	0	0
"4638"	"4671"	"CCDS32971.1"	"ZNF101"	"chr19"	"zinc finger protein 101"	5	0.67	0.987	0.0817	0
"4639"	"4672"	"CCDS1475.1"	"C1orf116"	"chr1"	"chromosome 1 open reading frame 116"	7	0.67	0.987	0.183	0
"4640"	"4673"	"CCDS12718.1"	"KDELR1"	"chr19"	"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1"	7	0.67	0.987	0.0989	0
"4641"	"4674"	"CCDS11398.1"	"KRT15"	"chr17"	"keratin 15"	4	0.67	0.987	0.108	0
"4642"	"4675"	"CCDS34454.1"	"MRPL2"	"chr6"	"mitochondrial ribosomal protein L2"	6	0.67	0.987	0.243	0
"4643"	"4676"	"CCDS3838.1"	"MLF1IP"	"chr4"	"MLF1 interacting protein"	3	0.67	0.987	0.265	0
"4644"	"4677"	"CCDS4964.1"	"LGSN"	"chr6"	"lengsin, lens protein with glutamine synthetase domain"	6	0.67	0.987	0.0535	0
"4645"	"4678"	"CCDS14322.1"	"CCDC22"	"chrX"	"coiled-coil domain containing 22"	7	0.67	0.987	NA	0
"4646"	"4679"	"CCDS11549.1"	"NGFR"	"chr17"	"nerve growth factor receptor (TNFR superfamily, member 16)"	6	0.67	0.987	0.0879	0
"4647"	"4680"	"CCDS12137.1"	"M6PRBP1"	"chr19"	"mannose-6-phosphate receptor binding protein 1"	7	0.67	0.987	0.0102	0
"4648"	"4681"	"CCDS1046.1"	"S100A14"	"chr1"	"S100 calcium binding protein A14"	5	0.67	0.987	0.457	0
"4649"	"4682"	"CCDS35012.1"	"HRCT1"	"chr9"	"histidine rich carboxyl terminus 1"	4	0.67	0.987	0.0578	0
"4650"	"4683"	"CCDS41577.1"	"NPS"	"chr10"	"neuropeptide S"	4	0.67	0.987	NA	0
"4651"	"4684"	"CCDS1080.1"	"LENEP"	"chr1"	"lens epithelial protein"	7	0.67	0.987	0.0176	0
"4652"	"4685"	"CCDS1025.1"	"LCE1D"	"chr1"	"late cornified envelope 1D"	4	0.67	0.987	0.0848	0
"4653"	"4686"	"CCDS8715.1"	"PTHLH"	"chr12"	"parathyroid hormone-like hormone"	7	0.67	0.987	0	0
"4654"	"4687"	"CCDS11545.1"	"GNGT2"	"chr17"	"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"	6	0.67	0.987	0.102	0
"4655"	"4688"	"CCDS33052.1"	"OPA3"	"chr19"	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	6	0.67	0.987	0.023	0
"4656"	"4689"	"CCDS35104.1"	"TXNDC8"	"chr9"	"thioredoxin domain containing 8 (spermatozoa)"	6	0.67	0.987	NA	0
"4657"	"4690"	"CCDS34710.1"	"UFSP1"	"chr7"	"UFM1-specific peptidase 1 (non-functional)"	6	0.67	0.987	0.131	0
"4658"	"4691"	"CCDS42630.1"	"COX6B2"	"chr19"	"cytochrome c oxidase subunit VIb polypeptide 2 (testis)"	4	0.67	0.987	0.214	0
"4659"	"4692"	"CCDS7367.1"	"DYDC2"	"chr10"	"DPY30 domain containing 2"	6	0.67	0.987	0.18	0
"4660"	"4693"	"CCDS31834.1"	"MYL6"	"chr12"	"myosin, light chain 6, alkali, smooth muscle and non-muscle"	7	0.67	0.987	0.0552	0
"4661"	"4694"	"CCDS8582.1"	"DPPA3"	"chr12"	"developmental pluripotency associated 3"	4	0.67	0.987	0.00566	0
"4662"	"4695"	"CCDS4040.1"	"TBCA"	"chr5"	"tubulin folding cofactor A"	6	0.67	0.987	NA	0
"4663"	"4696"	"CCDS7055.1"	"IDI2"	"chr10"	"isopentenyl-diphosphate delta isomerase 2"	3	0.67	0.987	0.0226	0
"4664"	"4697"	"CCDS3561.1"	"PF4V1"	"chr4"	"platelet factor 4 variant 1"	6	0.67	0.987	0	0
"4665"	"4698"	"CCDS837.1"	"C1orf162"	"chr1"	"chromosome 1 open reading frame 162"	5	0.67	0.987	0	0
"4666"	"4699"	"CCDS6974.1"	"C9orf7"	"chr9"	"chromosome 9 open reading frame 7"	7	0.67	0.987	0	0
"4667"	"4700"	"CCDS4943.1"	"TMEM14A"	"chr6"	"transmembrane protein 14A"	7	0.67	0.987	NA	0
"4668"	"4701"	"CCDS32662.1"	"PYY"	"chr17"	"peptide YY"	7	0.67	0.987	0.0217	0
"4669"	"4702"	"CCDS30872.1"	"S100A7A"	"chr1"	"S100 calcium binding protein A7A"	4	0.67	0.987	0.182	0
"4670"	"4703"	"CCDS5701.1"	"MOSPD3"	"chr7"	"motile sperm domain containing 3"	6	0.67	0.987	0.141	0
"4671"	"4704"	"CCDS1019.1"	"LCE2C"	"chr1"	"late cornified envelope 2C"	4	0.67	0.987	0.159	0
"4672"	"4705"	"CCDS8943.1"	"DDIT3"	"chr12"	"DNA-damage-inducible transcript 3"	7	0.67	0.987	0.126	0
"4673"	"4706"	"CCDS8872.1"	"HOXC5"	"chr12"	"homeobox C5"	7	0.67	0.987	0.118	0
"4674"	"4707"	"CCDS13578.1"	"CYYR1"	"chr21"	"cysteine/tyrosine-rich 1"	7	0.67	0.987	NA	0
"4675"	"4708"	"CCDS1979.1"	"VAMP8"	"chr2"	"vesicle-associated membrane protein 8 (endobrevin)"	7	0.67	0.987	0.0546	0
"4676"	"4709"	"CCDS1375.2"	"RGS1"	"chr1"	"regulator of G-protein signaling 1"	5	0.67	0.987	0.0535	0
"4677"	"4710"	"CCDS5503.1"	"RAMP3"	"chr7"	"receptor (G protein-coupled) activity modifying protein 3"	7	0.67	0.987	0.0578	0
"4678"	"4711"	"CCDS5838.1"	"C7orf49"	"chr7"	"chromosome 7 open reading frame 49"	7	0.67	0.987	0.168	0
"4679"	"4712"	"CCDS11096.1"	"CLDN7"	"chr17"	"claudin 7"	7	0.67	0.987	0.0767	0
"4680"	"4713"	"CCDS3055.1"	"GP9"	"chr3"	"glycoprotein IX (platelet)"	6	0.67	0.987	0.179	0
"4681"	"4714"	"CCDS3958.1"	"MOCS2"	"chr5"	"molybdenum cofactor synthesis 2"	7	0.67	0.987	0.0179	0
"4682"	"4715"	"CCDS12473.1"	"U2AF1L4"	"chr19"	"U2 small nuclear RNA auxiliary factor 1-like 4"	3	0.67	0.987	0.0854	0
"4683"	"4716"	"CCDS5270.1"	"MRPL18"	"chr6"	"mitochondrial ribosomal protein L18"	7	0.67	0.987	0.128	0
"4684"	"4717"	"CCDS2614.1"	"RPL32"	"chr3"	"ribosomal protein L32"	7	0.67	0.987	0.1	0
"4685"	"4718"	"CCDS6352.1"	"NDUFB9"	"chr8"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa"	7	0.67	0.987	0.0208	0
"4686"	"4719"	"CCDS34999.1"	"TUSC1"	"chr9"	"tumor suppressor candidate 1"	3	0.67	0.987	0	0
"4687"	"4720"	"CCDS10839.1"	"AGRP"	"chr16"	"agouti related protein homolog (mouse)"	6	0.67	0.987	0.204	0
"4688"	"4721"	"CCDS7006.1"	"RP11-216L13.5"	"chr9"	"MSFL2541"	6	0.67	0.987	0.0795	0
"4689"	"4722"	"CCDS34989.1"	"C9orf123"	"chr9"	"chromosome 9 open reading frame 123"	5	0.67	0.987	NA	0
"4690"	"4723"	"CCDS12490.1"	"COX7A1"	"chr19"	"cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)"	5	0.67	0.987	0.0541	0
"4691"	"4724"	"CCDS2888.1"	"RPP14"	"chr3"	"ribonuclease P/MRP 14kDa subunit"	5	0.67	0.987	0	0
"4692"	"4725"	"CCDS5364.1"	"AGR2"	"chr7"	"anterior gradient homolog 2 (Xenopus laevis)"	7	0.67	0.987	0	0
"4693"	"4726"	"CCDS1017.1"	"LCE3A"	"chr1"	"late cornified envelope 3A"	5	0.67	0.987	0.448	0
"4694"	"4727"	"CCDS8478.1"	"C11orf45"	"chr11"	"chromosome 11 open reading frame 45"	3	0.67	0.987	0.0146	0
"4695"	"4728"	"CCDS31531.1"	"OR5M9"	"chr11"	"olfactory receptor, family 5, subfamily M, member 9"	3	0.67	0.987	0	0
"4696"	"4729"	"CCDS273.1"	"TRIM63"	"chr1"	"tripartite motif-containing 63"	7	0.67	0.987	0.0363	0
"4697"	"4730"	"CCDS41688.1"	"STARD10"	"chr11"	"StAR-related lipid transfer (START) domain containing 10"	4	0.67	0.987	0.0081	0
"4698"	"4731"	"CCDS43800.1"	"C9orf127"	"chr9"	"chromosome 9 open reading frame 127"	4	0.67	0.987	0.0578	0
"4699"	"4732"	"CCDS31142.1"	"ATP5C1"	"chr10"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	7	0.67	0.987	0.0246	0
"4700"	"4733"	"CCDS5180.1"	"PEX7"	"chr6"	"peroxisomal biogenesis factor 7"	7	0.67	0.987	0	0
"4701"	"4734"	"CCDS5328.1"	"FTSJ2"	"chr7"	"FtsJ homolog 2 (E. coli)"	7	0.67	0.987	0.0986	0
"4702"	"4735"	"CCDS6565.1"	"GALT"	"chr9"	"galactose-1-phosphate uridylyltransferase"	7	0.67	0.987	0.0931	0
"4703"	"4736"	"CCDS6584.2"	"C9orf100"	"chr9"	"chromosome 9 open reading frame 100"	7	0.67	0.987	0.148	0
"4704"	"4737"	"CCDS41930.1"	"PSME1"	"chr14"	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"	4	0.67	0.987	0.0519	0
"4705"	"4738"	"CCDS13008.1"	"FAM110A"	"chr20"	"family with sequence similarity 110, member A"	5	0.67	0.987	0.0234	0
"4706"	"4739"	"CCDS12209.1"	"MBD3L1"	"chr19"	"methyl-CpG binding domain protein 3-like 1"	7	0.67	0.987	0.213	0
"4707"	"4740"	"CCDS14005.1"	"SLC25A17"	"chr22"	"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17"	7	0.67	0.987	0	0
"4708"	"4741"	"CCDS14678.1"	"MAGEC2"	"chrX"	"melanoma antigen family C, 2"	5	0.67	0.987	NA	0
"4709"	"4742"	"CCDS9764.1"	"AKAP5"	"chr14"	"A kinase (PRKA) anchor protein 5"	5	0.67	0.987	0.0319	0
"4710"	"4743"	"CCDS12762.1"	"DKKL1"	"chr19"	"dickkopf-like 1 (soggy)"	7	0.67	0.987	0.0848	0
"4711"	"4744"	"CCDS33031.1"	"TGFB1"	"chr19"	"transforming growth factor, beta 1"	7	0.67	0.987	0.0876	0
"4712"	"4745"	"CCDS6883.1"	"ST6GALNAC4"	"chr9"	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"	7	0.67	0.987	0.0235	0
"4713"	"4746"	"CCDS6844.1"	"OR1N1"	"chr9"	"olfactory receptor, family 1, subfamily N, member 1"	4	0.67	0.987	9.09e-05	0
"4714"	"4747"	"CCDS42228.1"	"DPH1"	"chr17"	"DPH1 homolog (S. cerevisiae)"	4	0.67	0.987	0.0628	0
"4715"	"4748"	"CCDS33014.1"	"ECH1"	"chr19"	"enoyl Coenzyme A hydratase 1, peroxisomal"	6	0.67	0.987	0.0362	0
"4716"	"4749"	"CCDS13050.1"	"C20orf116"	"chr20"	"chromosome 20 open reading frame 116"	7	0.67	0.987	0.107	0
"4717"	"4750"	"CCDS8004.1"	"CYBASC3"	"chr11"	"cytochrome b, ascorbate dependent 3"	7	0.67	0.987	0.298	0
"4718"	"4751"	"CCDS13131.1"	"C20orf72"	"chr20"	"chromosome 20 open reading frame 72"	6	0.67	0.987	0.127	0
"4719"	"4752"	"CCDS32463.1"	"KLKBL4"	"chr16"	"plasma kallikrein-like protein 4"	3	0.67	0.987	0.0337	0
"4720"	"4753"	"CCDS2820.1"	"RASSF1"	"chr3"	"Ras association (RalGDS/AF-6) domain family member 1"	7	0.67	0.987	0.0923	0
"4721"	"4754"	"CCDS8293.1"	"JOSD3"	"chr11"	"Josephin domain containing 3"	4	0.67	0.987	0.147	0
"4722"	"4755"	"CCDS42961.1"	"KRTAP10-9"	"chr21"	"keratin associated protein 10-9"	3	0.67	0.987	0.13	0
"4723"	"4756"	"CCDS13569.1"	"BTG3"	"chr21"	"BTG family, member 3"	7	0.67	0.987	0.163	0
"4724"	"4757"	"CCDS7875.2"	"ELP4"	"chr11"	"elongation protein 4 homolog (S. cerevisiae)"	4	0.67	0.987	0	0
"4725"	"4758"	"CCDS30578.1"	"CA6"	"chr1"	"carbonic anhydrase VI"	6	0.67	0.987	0.0976	0
"4726"	"4759"	"CCDS11866.1"	"C18orf19"	"chr18"	"chromosome 18 open reading frame 19"	7	0.67	0.987	0	0
"4727"	"4760"	"CCDS12309.1"	"PTGER1"	"chr19"	"prostaglandin E receptor 1 (subtype EP1), 42kDa"	4	0.67	0.987	0.0453	0
"4728"	"4761"	"CCDS9169.1"	"SDS"	"chr12"	"serine dehydratase"	7	0.67	0.987	0.0854	0
"4729"	"4762"	"CCDS7545.1"	"INA"	"chr10"	"internexin neuronal intermediate filament protein, alpha"	4	0.67	0.987	0	0
"4730"	"4763"	"CCDS33831.1"	"C3orf1"	"chr3"	"chromosome 3 open reading frame 1"	6	0.67	0.987	0.217	0
"4731"	"4764"	"CCDS9013.1"	"NAP1L1"	"chr12"	"nucleosome assembly protein 1-like 1"	6	0.67	0.987	NA	0
"4732"	"4765"	"CCDS14592.1"	"NKAP"	"chrX"	"NFKB activating protein"	5	0.67	0.987	NA	0
"4733"	"4766"	"CCDS118.1"	"DFFA"	"chr1"	"DNA fragmentation factor, 45kDa, alpha polypeptide"	7	0.67	0.987	0.198	0
"4734"	"4767"	"CCDS7586.1"	"ADRB1"	"chr10"	"adrenergic, beta-1-, receptor"	5	0.67	0.987	0.0164	0
"4735"	"4768"	"CCDS1509.1"	"NSL1"	"chr1"	"NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)"	5	0.67	0.987	0	0
"4736"	"4769"	"CCDS13822.1"	"GSTT1"	"chr22"	"glutathione S-transferase theta 1"	6	0.67	0.987	0.0968	0
"4737"	"4770"	"CCDS12820.1"	"KLK12"	"chr19"	"kallikrein-related peptidase 12"	5	0.67	0.987	0.13	0
"4738"	"4771"	"CCDS13845.1"	"HSCB"	"chr22"	"HscB iron-sulfur cluster co-chaperone homolog (E. coli)"	5	0.67	0.987	0.0267	0
"4739"	"4772"	"CCDS32036.1"	"RNASE9"	"chr14"	"ribonuclease, RNase A family, 9 (non-active)"	3	0.67	0.987	0.0693	0
"4740"	"4773"	"CCDS9322.1"	"MTIF3"	"chr13"	"mitochondrial translational initiation factor 3"	5	0.67	0.987	0.00325	0
"4741"	"4774"	"CCDS41753.1"	"CLEC7A"	"chr12"	"C-type lectin domain family 7, member A"	6	0.67	0.987	0.0764	0
"4742"	"4775"	"CCDS13248.1"	"PROCR"	"chr20"	"protein C receptor, endothelial (EPCR)"	7	0.67	0.987	0	0
"4743"	"4776"	"CCDS984.1"	"SEMA6C"	"chr1"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"	6	0.67	0.987	0.065	0
"4744"	"4777"	"CCDS35227.1"	"FAM47C"	"chrX"	"family with sequence similarity 47, member C"	3	0.67	0.987	NA	0
"4745"	"4778"	"CCDS1538.1"	"TP53BP2"	"chr1"	"tumor protein p53 binding protein, 2"	7	0.67	0.987	0.111	0
"4746"	"4779"	"CCDS7194.1"	"ZNF248"	"chr10"	"zinc finger protein 248"	5	0.67	0.987	0	0
